Country,Province,Latitude,Longitude,Interface,Animal_ID,Taxa,Species,Common Name,Sampling_Date,Sex,Age,Sample_Type,PCR_Type,PCR_Protocol,PCR_Result
DR Congo,Bandundu,-2.65,17.62,hunted,CD115924,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/17/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.65,17.62,hunted,CD115925,Rodents & Shrews,Thamnomys sp.,Unidentifed Rat,2/17/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.65,17.62,hunted,CD115925,Rodents & Shrews,Thamnomys sp.,Unidentifed Rat,2/17/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.65,17.62,hunted,CD115926,Rodents & Shrews,Thamnomys sp.,Unidentifed Rat,2/17/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.65,17.62,hunted,CD115926,Rodents & Shrews,Thamnomys sp.,Unidentifed Rat,2/17/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.65,17.62,hunted,CD115927,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/17/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.65,17.62,hunted,CD115927,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/17/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115932,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115932,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115933,Rodents & Shrews,Rattus rattus,Black Rat,2/18/14,Female,NULL,oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115933,Rodents & Shrews,Rattus rattus,Black Rat,2/18/14,Female,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115934,Rodents & Shrews,Rattus rattus,Black Rat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115934,Rodents & Shrews,Rattus rattus,Black Rat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115935,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115935,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115936,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115936,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115937,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115937,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115938,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115938,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115939,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115939,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115940,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115940,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115941,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115941,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115942,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115942,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115943,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115943,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115944,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115944,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115945,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115945,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115946,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115946,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115947,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115947,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115948,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115948,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115949,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115949,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115950,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115950,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115951,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115951,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115952,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115952,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115953,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115953,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115954,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115954,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115955,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115955,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115956,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115956,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Positive
DR Congo,Bandundu,-2.71,17.68,hunted,CD115957,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115957,Bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115958,Bats,Scotophilus dinganii,Yellow-Bellied House Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115958,Bats,Scotophilus dinganii,Yellow-Bellied House Bat,2/18/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115959,Bats,Pipistrellus sp.,Unidentified Vesper Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115959,Bats,Pipistrellus sp.,Unidentified Vesper Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115960,Bats,Pipistrellus sp.,Unidentified Vesper Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115960,Bats,Pipistrellus sp.,Unidentified Vesper Bat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115961,Rodents & Shrews,Rattus rattus,Black Rat,2/18/14,Female,NULL,oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115961,Rodents & Shrews,Rattus rattus,Black Rat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115961,Rodents & Shrews,Rattus rattus,Black Rat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.71,17.68,hunted,CD115961,Rodents & Shrews,Rattus rattus,Black Rat,2/18/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115967,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115967,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115968,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115968,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115969,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115969,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115970,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115970,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115971,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115971,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115972,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115972,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115973,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115973,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115973,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115973,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115974,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115974,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115975,Bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Positive
DR Congo,Bandundu,-2.51,18.21,hunted,CD115975,Bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115976,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115976,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115977,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115977,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115977,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115977,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115979,Rodents & Shrews,Funisciurus sp.,Unidentified Squirrel ,2/22/14,Male,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115979,Rodents & Shrews,Funisciurus sp.,Unidentified Squirrel ,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115979,Rodents & Shrews,Funisciurus sp.,Unidentified Squirrel ,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115979,Rodents & Shrews,Funisciurus sp.,Unidentified Squirrel ,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115984,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115984,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115984,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115984,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115985,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115985,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115986,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.51,18.21,hunted,CD115986,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/22/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115987,Non-human Primates,Allenopithecus nigroviridis,Allen's Swamp Monkey,2/26/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115987,Non-human Primates,Allenopithecus nigroviridis,Allen's Swamp Monkey,2/26/14,Female,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115988,Non-human Primates,Allenopithecus nigroviridis,Allen's Swamp Monkey,2/26/14,Female,NULL,oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115988,Non-human Primates,Allenopithecus nigroviridis,Allen's Swamp Monkey,2/26/14,Female,NULL,oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115989,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/26/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115989,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/26/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115990,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/26/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115990,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/26/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115991,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/26/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115991,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/26/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115992,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/26/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115992,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/26/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115993,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/26/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.86,18.37,dwellings and temporary settlements,CD115993,Rodents & Shrews,Pseudomys sp.,Unidentifed Rat,2/26/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.88,18.36,hunted,CD115994,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/27/14,Male,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
DR Congo,Bandundu,-2.88,18.36,hunted,CD115994,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/27/14,Male,NULL,rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
DR Congo,Bandundu,-2.88,18.36,hunted,CD115995,Rodents & Shrews,Lemniscomys striatus,Typical Striped Grass Mouse,2/27/14,Female,NULL,rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
